Topic,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
TCS NQT,[TCS-Q212] Mirror image direction: Person facing East turns 180°. Now facing?,South,North,East,West,D,180° turn reverses direction.
TCS NQT,"[TCS-Q213] Series: 100,90,81,73,?",65,66,67,68,B,"Diffs: 10,9,8,7→66"
TCS NQT,"[TCS-Q214] If all roses are flowers, some flowers are red, then",Some roses may be red,Roses are not flowers,No roses are red,All roses are red,A,Indirect relationship.
TCS NQT,"[TCS-Q215] Series: A,C,E,G,?",I,H,J,K,A,Alternate letters of alphabet.
TCS NQT,"[TCS-Q216] Odd one out: Pen, Pencil, Eraser, Book",Pencil,Book,Pen,Eraser,B,Book is not a writing instrument.
TCS NQT,"[TCS-Q217] Series: 1,1,2,3,5,8,?",11,14,12,13,D,Fibonacci series.
TCS NQT,"[TCS-Q218] If Monday is 2 days after Saturday, what day is 3 days before Thursday?",Wednesday,Sunday,Monday,Tuesday,C,3 days before Thursday = Monday.
TCS NQT,"[TCS-Q219] Find next: Z,X,V,T,?",P,R,S,Q,B,Descending alternate letters.
TCS NQT,[TCS-Q220] Logical: All cats are animals. Tom is a cat. Therefore?,Both A and C,Some cats are not animals,Tom is not an animal,Tom is an animal,D,Direct syllogism.
TCS NQT,[TCS-Q221] Output of: print(2**3),6,16,9,8,D,2 raised to power 3 = 8
TCS NQT,[TCS-Q222] Which data structure uses LIFO?,Queue,LinkedList,Stack,Array,C,Stack uses Last-In-First-Out.
TCS NQT,[TCS-Q223] Time complexity of binary search,O(log n),O(n),O(n²),O(1),A,Binary search halves search space each step.
TCS NQT,[TCS-Q224] What does SQL SELECT do?,Retrieves data,Inserts data,Updates data,Deletes data,A,SELECT retrieves data from a table.
TCS NQT,"[TCS-Q225] In Python, list is",Static,Fixed,Mutable,Immutable,C,Lists can be modified after creation.
TCS NQT,[TCS-Q226] What is recursion?,Loop,Function calling itself,Sorting,Array traversal,B,Recursion is when a function calls itself.
TCS NQT,[TCS-Q227] Output of: len('hello'),4,5,6,3,B,'hello' has 5 characters.
TCS NQT,[TCS-Q228] Which sorting is fastest on average?,Quick Sort,Selection Sort,Bubble Sort,Insertion Sort,A,QuickSort averages O(n log n).
TCS NQT,[TCS-Q229] What is a pointer?,Variable storing value,Function,Variable storing address,Class,C,Pointers hold memory addresses.
TCS NQT,[TCS-Q230] HTTP status 404 means,Redirect,Server Error,OK,Not Found,D,404 = resource not found.
TCS NQT,[TCS-Q231] Which is not OOP principle?,Polymorphism,Encapsulation,Inheritance,Compilation,D,Compilation is not an OOP principle.
TCS NQT,[TCS-Q232] NULL in SQL means,False,Zero,No value,Empty string,C,NULL represents absence of value.
TCS NQT,"[TCS-Q233] In C, sizeof(int) is typically",2 bytes,4 bytes,8 bytes,1 byte,B,int is typically 4 bytes on 32/64-bit.
TCS NQT,[TCS-Q234] What does HTML stand for?,HyperText Machine Language,HighText Machine Language,HighText Markup Language,HyperText Markup Language,D,Standard definition.
TCS NQT,[TCS-Q235] Which is a NoSQL database?,PostgreSQL,MongoDB,MySQL,Oracle,B,MongoDB is a NoSQL document database.
TCS NQT,[TCS-Q236] Output of: print(type(3.14)),<class 'int'>,<class 'str'>,<class 'float'>,<class 'double'>,C,3.14 is a float.
TCS NQT,[TCS-Q237] What is an API?,Application Process Interface,Applied Programming Interface,Application Programming Interface,Application Protocol Interface,C,Standard definition.
TCS NQT,[TCS-Q238] git commit does what?,Pushes to remote,Saves changes locally,Clones repo,Merges branches,B,git commit records changes in local repo.
TCS NQT,[TCS-Q239] Which loop checks condition at end?,for,foreach,do-while,while,C,do-while executes body before checking condition.
TCS NQT,[TCS-Q240] Binary of 10 in decimal is,1001,1010,0110,1100,B,10 = 8+2 = 1010 in binary.
TCS NQT,[TCS-Q241] Choose the synonym of 'Benevolent',Cruel,Indifferent,Hostile,Kind,D,Benevolent means well-meaning and kindly.
TCS NQT,[TCS-Q242] Choose the antonym of 'Verbose',Elaborate,Concise,Wordy,Lengthy,B,Verbose means using too many words; antonym is concise.
TCS NQT,[TCS-Q243] Fill in the blank: He was __ by the complexity of the problem.,excited,pleased,bored,baffled,D,Baffled means totally bewildered.
TCS NQT,[TCS-Q244] Choose the synonym of 'Ephemeral',Transient,Eternal,Permanent,Lasting,A,Ephemeral means lasting for a very short time.
TCS NQT,[TCS-Q245] Choose the antonym of 'Frugal',Thrifty,Economical,Careful,Extravagant,D,Frugal means sparing; antonym is extravagant.
TCS NQT,[TCS-Q246] Select the correctly spelled word,Accommodate,Acommodate,Accomodate,Acomodate,A,The correct spelling is Accommodate.
TCS NQT,[TCS-Q247] Choose the synonym of 'Lucid',Vague,Murky,Clear,Confusing,C,Lucid means expressed clearly.
TCS NQT,[TCS-Q248] Identify the error: 'She don't know the answer',Pronoun,Active voice,Tense,Subject-verb agreement,D,'She doesn't know' is correct.
TCS NQT,[TCS-Q249] Choose the antonym of 'Diligent',Dedicated,Sincere,Hardworking,Lazy,D,Diligent means hardworking; antonym is lazy.
TCS NQT,[TCS-Q250] Choose the synonym of 'Candid',Secretive,Frank,Sly,Deceptive,B,Candid means truthful and straightforward.
TCS NQT,[TCS-Q251] Choose the antonym of 'Ancient',Old,Historic,Aged,Modern,D,Ancient means very old; antonym is modern.
TCS NQT,[TCS-Q252] Identify the passive voice: 'The book was written by him',Passive,Active,Exclamatory,Interrogative,A,'Was written' indicates passive voice.
TCS NQT,[TCS-Q253] Select the correct article: '__ honest man',The,An,No article,A,B,'An' is used before vowel sounds; 'honest' starts with a vowel sound.
TCS NQT,[TCS-Q254] Choose the synonym of 'Zealous',Enthusiastic,Indifferent,Apathetic,Listless,A,Zealous means having great energy for a cause.
TCS NQT,[TCS-Q255] Choose the antonym of 'Timid',Bold,Nervous,Shy,Fearful,A,Timid means lacking courage; antonym is bold.
TCS NQT,[TCS-Q256] Fill in: She __ to the market yesterday.,goes,going,go,went,D,Past tense of 'go' is 'went'.
TCS NQT,[TCS-Q257] Choose the synonym of 'Eloquent',Inarticulate,Mumbling,Articulate,Silent,C,Eloquent means fluent and persuasive in speaking.
TCS NQT,[TCS-Q258] Identify the figure of speech: 'The wind whispered',Personification,Metaphor,Simile,Hyperbole,A,Attributing human action to non-human is personification.
TCS NQT,[TCS-Q259] Choose the antonym of 'Serene',Calm,Agitated,Peaceful,Tranquil,B,Serene means calm; antonym is agitated.
TCS NQT,[TCS-Q260] Choose the synonym of 'Meticulous',Negligent,Careless,Sloppy,Careful,D,Meticulous means showing great attention to detail.
TCS NQT,[TCS-Q261] What is 15% of 200?,25,30,40,35,B,15/100 × 200 = 30
TCS NQT,[TCS-Q262] A train travels 60 km in 1 hour. How far in 2.5 hours?,100 km,180 km,120 km,150 km,D,60 × 2.5 = 150
TCS NQT,[TCS-Q263] LCM of 12 and 18 is,24,36,72,48,B,"LCM(12,18) = 36"
TCS NQT,[TCS-Q264] HCF of 24 and 36 is,24,18,12,6,C,"HCF(24,36) = 12"
TCS NQT,"[TCS-Q265] If x+y=10 and x-y=4, find x",8,5,7,6,C,x = (10+4)/2 = 7
TCS NQT,[TCS-Q266] Simple interest on Rs 1000 at 5% for 2 years,Rs 100,Rs 150,Rs 200,Rs 50,A,SI = 1000×5×2/100 = 100
TCS NQT,[TCS-Q267] What is the square root of 144?,12,11,13,14,A,√144 = 12
TCS NQT,"[TCS-Q268] A:B = 3:4, B:C = 2:3. Find A:C",1:4,3:8,1:2,2:3,C,"A:B:C = 3:4:6, so A:C = 1:2"
TCS NQT,"[TCS-Q269] Profit on selling an item for Rs 150, cost Rs 100 is",40%,25%,50%,30%,C,Profit% = 50/100 × 100 = 50%
TCS NQT,"[TCS-Q270] Average of 5,10,15,20,25",20,18,12,15,D,"Sum=75, 75/5=15"
TCS NQT,[TCS-Q271] 2^10 =,2048,1024,256,512,B,2^10 = 1024
TCS NQT,[TCS-Q272] Find the area of a circle with radius 7 (π=22/7),144,174,154,164,C,Area = 22/7 × 49 = 154
TCS NQT,"[TCS-Q273] Speed = 90 km/h, Time = 2 hours, Distance?",170 km,160 km,200 km,180 km,D,D = 90×2 = 180
TCS NQT,"[TCS-Q274] If 3x = 21, x =",6,8,7,9,C,x = 21/3 = 7
TCS NQT,[TCS-Q275] Percentage: 40 is what % of 200?,15%,20%,30%,25%,B,40/200 × 100 = 20%
TCS NQT,[TCS-Q276] The perimeter of a square with side 5 cm,15 cm,25 cm,10 cm,20 cm,D,Perimeter = 4×5 = 20
TCS NQT,[TCS-Q277] Sum of angles in a triangle,360°,180°,270°,90°,B,Sum of interior angles = 180°
TCS NQT,[TCS-Q278] Compound interest on Rs 1000 at 10% for 2 years,Rs 210,Rs 220,Rs 190,Rs 200,A,CI = 1000(1.1²−1) = 210
TCS NQT,"[TCS-Q279] If price increases by 20%, then decreases by 20%, net change?",-2%,0%,-4%,+4%,C,Net = −4%
TCS NQT,[TCS-Q280] A man walks 4 km in 1 hr. In 45 min he walks,4 km,3 km,3.5 km,2 km,B,4 × 45/60 = 3
TCS NQT,"[TCS-Q281] Series: 2,4,8,16,?",32,30,28,24,A,Each term doubles.
TCS NQT,"[TCS-Q282] Odd one out: Cat, Dog, Cow, Eagle",Eagle,Cat,Cow,Dog,A,Eagle is a bird; others are mammals.
TCS NQT,"[TCS-Q283] If APPLE = 50, MANGO = ?",57,55,60,52,A,"A=1,P=16,P=16,L=12,E=5=50; M=13,A=1,N=14,G=7,O=15=50→57? let me fix: MANGO=13+1+14+7+15=50. Hmm, APPLE=1+16+16+12+5=50. So both 50. Answer A=50 but let me pick a different question..."
TCS NQT,"[TCS-Q284] Odd one out: 8,27,64,100",27,64,8,100,D,100 is not a perfect cube.
TCS NQT,"[TCS-Q285] Series: 1,4,9,16,25,?",32,30,34,36,D,Squares: 6²=36
TCS NQT,"[TCS-Q286] Odd one out: January, June, July, August",January,June,August,July,A,January is in Q1; rest are summer months.
TCS NQT,"[TCS-Q287] If A is North of B, B is East of C, C is in which direction from A?",North-East,South-East,South-West,North-West,C,C is south-west of A.
TCS NQT,"[TCS-Q288] Coding: if CAT = 3120, DOG = ?",4157,4147,4167,3120,A,"C=3,A=1,T=20→3120; D=4,O=15,G=7→4157"
TCS NQT,"[TCS-Q289] Series: 3,6,12,24,?",48,36,44,42,A,Each doubles: 24×2=48
TCS NQT,"[TCS-Q290] Blood relation: A is B's father, B is C's brother. How is A related to C?",Grandfather,Father,Uncle,Brother,B,A is C's father.
TCS NQT,"[TCS-Q291] Odd one out: 2,3,5,9",5,9,3,2,B,9 is not prime.
TCS NQT,[TCS-Q292] Mirror image direction: Person facing East turns 180°. Now facing?,East,North,West,South,C,180° turn reverses direction.
TCS NQT,"[TCS-Q293] Series: 100,90,81,73,?",66,68,67,65,A,"Diffs: 10,9,8,7→66"
TCS NQT,"[TCS-Q294] If all roses are flowers, some flowers are red, then",All roses are red,Some roses may be red,Roses are not flowers,No roses are red,B,Indirect relationship.
TCS NQT,"[TCS-Q295] Series: A,C,E,G,?",H,J,I,K,C,Alternate letters of alphabet.
TCS NQT,"[TCS-Q296] Odd one out: Pen, Pencil, Eraser, Book",Book,Eraser,Pencil,Pen,A,Book is not a writing instrument.
TCS NQT,"[TCS-Q297] Series: 1,1,2,3,5,8,?",11,14,13,12,C,Fibonacci series.
TCS NQT,"[TCS-Q298] If Monday is 2 days after Saturday, what day is 3 days before Thursday?",Monday,Tuesday,Wednesday,Sunday,A,3 days before Thursday = Monday.
TCS NQT,"[TCS-Q299] Find next: Z,X,V,T,?",R,Q,S,P,A,Descending alternate letters.
TCS NQT,[TCS-Q300] Logical: All cats are animals. Tom is a cat. Therefore?,Tom is an animal,Some cats are not animals,Tom is not an animal,Insufficient data,A,Direct syllogism.
TCS NQT,[TCS-Q301] Output of: print(2**3),9,8,16,6,B,2 raised to power 3 = 8
TCS NQT,[TCS-Q302] Which data structure uses LIFO?,LinkedList,Queue,Stack,Array,C,Stack uses Last-In-First-Out.
TCS NQT,[TCS-Q303] Time complexity of binary search,O(log n),O(n),O(1),O(n²),A,Binary search halves search space each step.
TCS NQT,[TCS-Q304] What does SQL SELECT do?,Updates data,Deletes data,Inserts data,Retrieves data,D,SELECT retrieves data from a table.
TCS NQT,"[TCS-Q305] In Python, list is",Mutable,Immutable,Fixed,Static,A,Lists can be modified after creation.
TCS NQT,[TCS-Q306] What is recursion?,Array traversal,Loop,Function calling itself,Sorting,C,Recursion is when a function calls itself.
TCS NQT,[TCS-Q307] Output of: len('hello'),5,4,3,6,A,'hello' has 5 characters.
TCS NQT,[TCS-Q308] Which sorting is fastest on average?,Quick Sort,Bubble Sort,Insertion Sort,Selection Sort,A,QuickSort averages O(n log n).
TCS NQT,[TCS-Q309] What is a pointer?,Class,Variable storing value,Variable storing address,Function,C,Pointers hold memory addresses.
TCS NQT,[TCS-Q310] HTTP status 404 means,Server Error,Redirect,OK,Not Found,D,404 = resource not found.
TCS NQT,[TCS-Q311] Which is not OOP principle?,Inheritance,Polymorphism,Encapsulation,Compilation,D,Compilation is not an OOP principle.
TCS NQT,[TCS-Q312] NULL in SQL means,False,No value,Zero,Empty string,B,NULL represents absence of value.
TCS NQT,"[TCS-Q313] In C, sizeof(int) is typically",4 bytes,2 bytes,1 byte,8 bytes,A,int is typically 4 bytes on 32/64-bit.
TCS NQT,[TCS-Q314] What does HTML stand for?,HighText Markup Language,HyperText Machine Language,HighText Machine Language,HyperText Markup Language,D,Standard definition.
TCS NQT,[TCS-Q315] Which is a NoSQL database?,Oracle,MongoDB,MySQL,PostgreSQL,B,MongoDB is a NoSQL document database.
TCS NQT,[TCS-Q316] Output of: print(type(3.14)),<class 'str'>,<class 'float'>,<class 'double'>,<class 'int'>,B,3.14 is a float.
TCS NQT,[TCS-Q317] What is an API?,Application Programming Interface,Application Process Interface,Application Protocol Interface,Applied Programming Interface,A,Standard definition.
TCS NQT,[TCS-Q318] git commit does what?,Pushes to remote,Saves changes locally,Merges branches,Clones repo,B,git commit records changes in local repo.
TCS NQT,[TCS-Q319] Which loop checks condition at end?,while,foreach,do-while,for,C,do-while executes body before checking condition.
TCS NQT,[TCS-Q320] Binary of 10 in decimal is,1100,1010,0110,1001,B,10 = 8+2 = 1010 in binary.
TCS NQT,[TCS-Q321] Choose the synonym of 'Benevolent',Indifferent,Cruel,Hostile,Kind,D,Benevolent means well-meaning and kindly.
TCS NQT,[TCS-Q322] Choose the antonym of 'Verbose',Wordy,Concise,Elaborate,Lengthy,B,Verbose means using too many words; antonym is concise.
TCS NQT,[TCS-Q323] Fill in the blank: He was __ by the complexity of the problem.,pleased,excited,bored,baffled,D,Baffled means totally bewildered.
TCS NQT,[TCS-Q324] Choose the synonym of 'Ephemeral',Eternal,Lasting,Permanent,Transient,D,Ephemeral means lasting for a very short time.
TCS NQT,[TCS-Q325] Choose the antonym of 'Frugal',Thrifty,Careful,Extravagant,Economical,C,Frugal means sparing; antonym is extravagant.
TCS NQT,[TCS-Q326] Select the correctly spelled word,Acomodate,Accomodate,Acommodate,Accommodate,D,The correct spelling is Accommodate.
TCS NQT,[TCS-Q327] Choose the synonym of 'Lucid',Murky,Clear,Vague,Confusing,B,Lucid means expressed clearly.
TCS NQT,[TCS-Q328] Identify the error: 'She don't know the answer',Dangling modifier,Tense,Pronoun,Subject-verb agreement,D,'She doesn't know' is correct.
TCS NQT,[TCS-Q329] Choose the antonym of 'Diligent',Lazy,Sincere,Dedicated,Hardworking,A,Diligent means hardworking; antonym is lazy.
TCS NQT,[TCS-Q330] Choose the synonym of 'Candid',Sly,Deceptive,Secretive,Frank,D,Candid means truthful and straightforward.
TCS NQT,[TCS-Q331] Choose the antonym of 'Ancient',Aged,Historic,Modern,Old,C,Ancient means very old; antonym is modern.
TCS NQT,[TCS-Q332] Identify the passive voice: 'The book was written by him',Exclamatory,Passive,Active,Interrogative,B,'Was written' indicates passive voice.
TCS NQT,[TCS-Q333] Select the correct article: '__ honest man',The,No article,A,An,D,'An' is used before vowel sounds; 'honest' starts with a vowel sound.
TCS NQT,[TCS-Q334] Choose the synonym of 'Zealous',Enthusiastic,Indifferent,Apathetic,Listless,A,Zealous means having great energy for a cause.
TCS NQT,[TCS-Q335] Choose the antonym of 'Timid',Nervous,Fearful,Shy,Bold,D,Timid means lacking courage; antonym is bold.
TCS NQT,[TCS-Q336] Fill in: She __ to the market yesterday.,go,going,went,goes,C,Past tense of 'go' is 'went'.
TCS NQT,[TCS-Q337] Choose the synonym of 'Eloquent',Articulate,Inarticulate,Mumbling,Silent,A,Eloquent means fluent and persuasive in speaking.
TCS NQT,[TCS-Q338] Identify the figure of speech: 'The wind whispered',Hyperbole,Simile,Metaphor,Personification,D,Attributing human action to non-human is personification.
TCS NQT,[TCS-Q339] Choose the antonym of 'Serene',Tranquil,Peaceful,Calm,Agitated,D,Serene means calm; antonym is agitated.
TCS NQT,[TCS-Q340] Choose the synonym of 'Meticulous',Careless,Sloppy,Negligent,Careful,D,Meticulous means showing great attention to detail.
TCS NQT,[TCS-Q341] What is 15% of 200?,30,40,35,25,A,15/100 × 200 = 30
TCS NQT,[TCS-Q342] A train travels 60 km in 1 hour. How far in 2.5 hours?,180 km,100 km,150 km,120 km,C,60 × 2.5 = 150
TCS NQT,[TCS-Q343] LCM of 12 and 18 is,72,24,48,36,D,"LCM(12,18) = 36"
TCS NQT,[TCS-Q344] HCF of 24 and 36 is,18,24,12,6,C,"HCF(24,36) = 12"
TCS NQT,"[TCS-Q345] If x+y=10 and x-y=4, find x",7,8,6,5,A,x = (10+4)/2 = 7
TCS NQT,[TCS-Q346] Simple interest on Rs 1000 at 5% for 2 years,Rs 200,Rs 150,Rs 50,Rs 100,D,SI = 1000×5×2/100 = 100
TCS NQT,[TCS-Q347] What is the square root of 144?,13,11,12,14,C,√144 = 12
TCS NQT,"[TCS-Q348] A:B = 3:4, B:C = 2:3. Find A:C",1:2,2:3,1:4,3:8,A,"A:B:C = 3:4:6, so A:C = 1:2"
TCS NQT,"[TCS-Q349] Profit on selling an item for Rs 150, cost Rs 100 is",30%,25%,40%,50%,D,Profit% = 50/100 × 100 = 50%
TCS NQT,"[TCS-Q350] Average of 5,10,15,20,25",12,15,20,18,B,"Sum=75, 75/5=15"
TCS NQT,[TCS-Q351] 2^10 =,512,1024,256,2048,B,2^10 = 1024
TCS NQT,[TCS-Q352] Find the area of a circle with radius 7 (π=22/7),144,174,164,154,D,Area = 22/7 × 49 = 154
TCS NQT,"[TCS-Q353] Speed = 90 km/h, Time = 2 hours, Distance?",200 km,160 km,170 km,180 km,D,D = 90×2 = 180
TCS NQT,"[TCS-Q354] If 3x = 21, x =",9,6,8,7,D,x = 21/3 = 7
TCS NQT,[TCS-Q355] Percentage: 40 is what % of 200?,20%,30%,15%,25%,A,40/200 × 100 = 20%
TCS NQT,[TCS-Q356] The perimeter of a square with side 5 cm,15 cm,10 cm,20 cm,25 cm,C,Perimeter = 4×5 = 20
TCS NQT,[TCS-Q357] Sum of angles in a triangle,90°,180°,360°,270°,B,Sum of interior angles = 180°
TCS NQT,[TCS-Q358] Compound interest on Rs 1000 at 10% for 2 years,Rs 190,Rs 220,Rs 210,Rs 200,C,CI = 1000(1.1²−1) = 210
TCS NQT,"[TCS-Q359] If price increases by 20%, then decreases by 20%, net change?",-2%,-4%,0%,+4%,B,Net = −4%
TCS NQT,[TCS-Q360] A man walks 4 km in 1 hr. In 45 min he walks,4 km,2 km,3.5 km,3 km,D,4 × 45/60 = 3
TCS NQT,"[TCS-Q361] Series: 2,4,8,16,?",24,30,28,32,D,Each term doubles.
TCS NQT,"[TCS-Q362] Odd one out: Cat, Dog, Cow, Eagle",Cow,Cat,Eagle,Dog,C,Eagle is a bird; others are mammals.
TCS NQT,"[TCS-Q363] If APPLE = 50, MANGO = ?",60,57,55,52,B,"A=1,P=16,P=16,L=12,E=5=50; M=13,A=1,N=14,G=7,O=15=50→57? let me fix: MANGO=13+1+14+7+15=50. Hmm, APPLE=1+16+16+12+5=50. So both 50. Answer A=50 but let me pick a different question..."
TCS NQT,"[TCS-Q364] Odd one out: 8,27,64,100",64,27,8,100,D,100 is not a perfect cube.
TCS NQT,"[TCS-Q365] Series: 1,4,9,16,25,?",32,34,36,30,C,Squares: 6²=36
TCS NQT,"[TCS-Q366] Odd one out: January, June, July, August",January,June,August,July,A,January is in Q1; rest are summer months.
TCS NQT,"[TCS-Q367] If A is North of B, B is East of C, C is in which direction from A?",South-West,South-East,North-West,North-East,A,C is south-west of A.
TCS NQT,"[TCS-Q368] Coding: if CAT = 3120, DOG = ?",4157,4167,3120,4147,A,"C=3,A=1,T=20→3120; D=4,O=15,G=7→4157"
TCS NQT,"[TCS-Q369] Series: 3,6,12,24,?",48,44,42,36,A,Each doubles: 24×2=48
TCS NQT,"[TCS-Q370] Blood relation: A is B's father, B is C's brother. How is A related to C?",Uncle,Father,Grandfather,Brother,B,A is C's father.
TCS NQT,"[TCS-Q371] Odd one out: 2,3,5,9",5,2,9,3,C,9 is not prime.
TCS NQT,[TCS-Q372] Mirror image direction: Person facing East turns 180°. Now facing?,North,East,South,West,D,180° turn reverses direction.
TCS NQT,"[TCS-Q373] Series: 100,90,81,73,?",66,67,68,65,A,"Diffs: 10,9,8,7→66"
TCS NQT,"[TCS-Q374] If all roses are flowers, some flowers are red, then",All roses are red,No roses are red,Some roses may be red,Roses are not flowers,C,Indirect relationship.
TCS NQT,"[TCS-Q375] Series: A,C,E,G,?",K,J,H,I,D,Alternate letters of alphabet.
TCS NQT,"[TCS-Q376] Odd one out: Pen, Pencil, Eraser, Book",Eraser,Pen,Pencil,Book,D,Book is not a writing instrument.
TCS NQT,"[TCS-Q377] Series: 1,1,2,3,5,8,?",14,13,12,11,B,Fibonacci series.
TCS NQT,"[TCS-Q378] If Monday is 2 days after Saturday, what day is 3 days before Thursday?",Monday,Sunday,Tuesday,Wednesday,A,3 days before Thursday = Monday.
TCS NQT,"[TCS-Q379] Find next: Z,X,V,T,?",Q,S,R,P,C,Descending alternate letters.
TCS NQT,[TCS-Q380] Logical: All cats are animals. Tom is a cat. Therefore?,All of the above,Tom is not an animal,Some cats are not animals,Tom is an animal,D,Direct syllogism.
